address,chain,label,source,fetched_at,evidence,confidence,dwell_median_min,fan_out_1h,fan_in_unique,passthrough_ratio,age_at_taint_days,activator_label,trx_dust_usdt,round_amount_ratio,burst_tx_per_hour,hops_from_victim,hops_to_vasp,sanction_exposure,external_flags,shared_mule_cps,cross_case_count
TAiVF1LMQTbm1aGmHCkAZMbfdRjC5ZJ7a5,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""d43c21c553f2d857c2997120d3f34ca2c4908d359f5f47e7397364765273b7e0"",""blockNumber"":76653726,""blockTimestampMs"":1760621862000}]}",0.9,,0,1,0,,TUj2tHSG5jNF3ed21G4riPPKAZSRfSPe5F,false,0.333,2,,,,"[""high_risk""]",0,0
TAJ7sT2xfKhUsncEEsPkNjR8cBWcRkqfNk,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""4183d1473ff8c41f7a501bf1bcf6a208b2dcbf0fe38a731e72823ac6d290127a"",""blockNumber"":86067705,""blockTimestampMs"":1788875004000}]}",0.9,64819.55,2,1,0.74,,TLiuCTKbU3DZCStMtgwydFMZ6zZ8E1Nhc3,false,0.585,6,,,,"[""high_risk""]",0,0
TAjBbzyJVvjNUj2MENCqUmgJfaWcLViwka,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""3e04e33993d125a9f6e1cd89ae5719716873dd0e48e551b7a9ab416bcc3031e7"",""blockNumber"":80399959,""blockTimestampMs"":1771864992000}]}",0.9,15602.35,1,1,0.412,0.003,TPc4WPj5CFQQ37Rk4QDZyEFCv8fEx5vqLz,false,0.4,4,,,,"[""high_risk""]",0,0
TAJdpiyWa39dg8JLEBVHKGhQ3zgoqwanZn,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""b860bba3f4572cb3cbcaaa13eb5c6c38f68b72d7925e18e714c0959b583ce9fe"",""blockNumber"":78650883,""blockTimestampMs"":1766615388000}]}",0.9,1161.85,3,1,0.757,,TK8HXfowE6tY14VrzSzenEuGzfbUj91c7z,false,0.348,10,,,,"[""high_risk""]",0,0
TAjM4KodVao1pBU2jRwZrKaqzVi3TRDLP7,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":12,""lastActiveAt"":1769587776000,""createdAt"":1747942287000},""usdt_holder_evidence"":{""usdtTxCount"":12,""observedAt"":1769587776000,""sampleAmount"":""500""}}",1,104970.15,1,1,1,,TCw6YaWm3y6DvxY7M8hrCDnrJGeGMumzGJ,false,1,2,,,,[],0,0
TAJMG63b26Ate8nwZKjfupVtF1bXZqGaCy,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""67eeb9e5475b01742a22b310e5a6c4085a5669049fb6f435a99f808d43082f6e"",""blockNumber"":74673671,""blockTimestampMs"":1754679939000}]}",0.9,885.25,0,1,0.464,0.686,TMw1Mzm6FWu1iRAWUeJvW1BiYFGVZbBzZx,false,0.667,2,,,,"[""high_risk""]",0,0
TAjP9NrvGjKXfhLvPnYtLiiB2AQFHPisRK,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""0bf86b214d4491f7188c36e3e30b33e6ce142538aa358e1a49a3cccc3cb3f028"",""blockNumber"":81494523,""blockTimestampMs"":1775150958000}]}",0.9,17379.1,2,1,1,0.791,TS98H6jSx6uv1gG1vx6CJZMeYGkMZXgQ7K,false,0.296,5,,,,[],0,0
TAjPkcUJZUFdtiDtEB4pWLvxxUi1wF2K4a,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""5a2954dfcc63bf36b8449e138d4ed75bf7cb4a1e1357bb651bf4bd768cc85306"",""blockNumber"":81441622,""blockTimestampMs"":1774992213000}]}",0.9,,0,1,0.023,29.459,TPH43GF2Wo1CDdWJLithLJJMXNoUKAq9QK,false,0.571,6,,,,[],0,0
TAjVSq6VJcdn5moqVKRfWCMtWszEXHi9fS,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""5fe7e53742421e537e4b608ae06164dbd7f4887648a3dc8d08f059684a8ac5b9"",""blockNumber"":85866407,""blockTimestampMs"":1788270807000}]}",0.9,22085.35,1,1,0.771,0.002,TQ3oYhos6bh9gxrWNNwvMZWqc4FDEgyqU1,false,0.318,4,,,,"[""high_risk""]",0,0
TAK4tfx8HZNRN3TpzLE7JxW4SG5vGH6H9M,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""ffc697941b3475ac8e22ab8fe432502cce611947c47b788df783cfe37fc29fc2"",""blockNumber"":74098222,""blockTimestampMs"":1752953112000}]}",0.9,22.625,2,1,0.664,65.805,TL6tVTamHuXf4LXCWF1pELYskF66mrntbv,false,0.33,7,,,,"[""high_risk""]",0,0
TAk4uSwGLs3uk2cx9E26pxJQHia76UAoLU,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""834cb88d3bc43d3065d82aaba396df1b2a8970ab528bb2978397ae263df8ab9a"",""blockNumber"":78503853,""blockTimestampMs"":1766173836000}]}",0.9,355.3,9,1,1.244,80.557,TSkRnX8H6NWqbgKi8NCgSKQkbZYd6JVxda,false,0.67,16,,,,"[""high_risk""]",0,0
TAKaZtkQMyzg2osiLoDbUu7MtTMJTUgZmy,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""6175a8927423c1bc33f23b764fed9d5fd6087e84abb88e5f821016ff7bd0aa70"",""blockNumber"":74378650,""blockTimestampMs"":1753794630000}]}",0.9,9201.425,4,1,0.942,9.95,TJ5usJLLwjwn7Pw3TPbdzreG7dvgKzfQ5y,false,0.288,9,,,,"[""high_risk""]",0,0
TAKbywPqDZUjSssttfoHVwnCC2GS7nQ5Qg,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":19,""lastActiveAt"":1783131525000,""createdAt"":1782435663000},""usdt_holder_evidence"":{""usdtTxCount"":19,""observedAt"":1783131525000,""sampleAmount"":""366600""}}",1,4691.1,0,1,1,,TA3gtSZUbixAKGe9zWLXnJyu1NCxBQqrFv,false,0.789,3,,,,[],0,0
TAKGSh98ktCqUc4SPDZQPWrtJmni8dsihx,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""6eb9775bbded10864814b9e7854b1837fd9e59d830e434e5d621f3131bc0e3d0"",""blockNumber"":74030468,""blockTimestampMs"":1752749790000}]}",0.9,2851.9,1,1,0.054,,THvCbDAxrGdRnYzwWLntKsiDZJ2URyLmVj,false,0.091,6,,,,"[""high_risk""]",0,0
TAkh1B75m697Vb3Qvu7Efr9f8RFhjF8j7i,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""7671c4da80395c79e22ae35373bb1de801acc651f5672d16173ed9cb04088742"",""blockNumber"":85269481,""blockTimestampMs"":1786479471000}]}",0.9,10196.05,2,1,0.914,,TUSYcK5yf8Et4xNTiUcpfZwmhFsxfdoooo,false,0.458,6,,,,"[""high_risk""]",0,0
TAkNAASnfGiwA12A332mpU4p6V2SRArTfW,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""b6e6ffe47bdf964626c3ed8a8a68e3af14911b8983ee34699746e7d61a5d6c8e"",""blockNumber"":74962041,""blockTimestampMs"":1755545289000}]}",0.9,2732.9,1,1,0.553,0.001,THq7DyDfkuS1hvwjyF6bK6zeqxUNZ7ykcy,false,0.154,12,,,,"[""high_risk""]",0,0
TAkPhaUhsPt4R8dF5tASsUHTqu1hw1GqpR,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""2edc0441367dad3154d7114f93691a0c2c217bb380115da2029f268077aa1c9e"",""blockNumber"":75959833,""blockTimestampMs"":1758539580000}]}",0.9,51508.7,0,1,1,,TTyWZhVERJxWkD6creoQ9zPUAYqSB1XkKV,false,1,1,,,,"[""high_risk""]",0,0
TAkPVXF4sRbiNsjKxdz7vSDGqZQkmc5bRq,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""314cb60f84066d27d17d17a93ade8ab5c8debe588047a741ef8f533351bf990d"",""blockNumber"":79720639,""blockTimestampMs"":1769826288000}]}",0.9,181393.625,0,1,0.507,,TRsEy4MEjZ2swFiEHXGKYamL4PSPRAR5ew,false,0.6,2,,,,"[""high_risk""]",0,0
TAkpWPt2JZdiLSkG7ZX2VAQkZQsnGZ1nqh,TRON,high_risk,ofac+usdt_blacklist,2026-09-23T05:07:32.488Z,"[{""source"":""usdt_blacklist"",""evidence"":{""eventCount"":1,""events"":[{""txHash"":""48295870c2c3ea557ddc1bcef01bb478860fb83aadfd50f85df64b528ce48c4e"",""blockNumber"":86060965,""blockTimestampMs"":1788854691000}]},""confidence"":0.9},{""source"":""ofac"",""evidence"":{""list"":""OFAC SDN digital-currency addresses"",""file"":""sanctioned_addresses_TRX.txt"",""repo"":""github.com/0xB10C/ofac-sanctioned-digital-currency-addresses""},""confidence"":1}]",1,42032.55,2,1,0.731,0.997,TQdXkgvazEg4ZRfAXGPGwYwndeYYw39qMi,false,0.367,6,,,,"[""high_risk""]",0,0
TAkyFUHBiPCjtkGdq7gDptYRgdfuNdt7W2,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""0c8c556f39d7e82630ee7dbef8668e602cdac63611ef09e550a81a42929f3920"",""blockNumber"":82102068,""blockTimestampMs"":1776974112000}]}",0.9,2131.875,1,1,0.712,,TFTWNgDBkQ5wQoP8RXpRznnHvAVV8x5jLu,false,0.44,4,,,,"[""high_risk""]",0,0
TAkZyUSD36EHgbzdznvNkVJDnELnDyyZjG,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""4a89422d9b229f197fc57271073b1446ae9577fcaa3188ad2ef58d8b5a07c5ec"",""blockNumber"":74673701,""blockTimestampMs"":1754680029000}]}",0.9,,0,1,0,,TDoXUNZ6PajKuiUkcYg3EDSV9bnqGqsbcf,false,1,2,,,,"[""high_risk""]",0,0
TAL2yQproCxqPCZJLeVsiXRjxZz8mqtL4x,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""1e7bfbb8b4ba9aeffd631192a455a8894e537b83800b1675ffd9fbb27b1154f3"",""blockNumber"":80635639,""blockTimestampMs"":1772573565000}]}",0.9,2890.9,1,1,0.987,5.517,TPsW55oTCuR8Zmmyr4s1Lgx1GaJ7U3LKAt,false,0.714,3,,,,"[""high_risk""]",0,0
TALBDBU1p7SiFGEHmt6kakCLwdZSJFtDtX,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":98,""lastActiveAt"":1789413291000,""createdAt"":1770414093000},""usdt_holder_evidence"":{""usdtTxCount"":98,""observedAt"":1789413291000,""sampleAmount"":""2900""}}",1,23,3,1,0.999,,TSyR7L6KJHmUB3Rb3JSR2kHB1BRkRfEcgM,false,0.592,5,,,,[],0,0
TAm2Z2nLUNECjNrpsVG8RNrE1sfZ33598X,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""2831e79fdfc29777b72e5c845eff7ed8e25fad8c11e1dcc0fb9b3855a827366c"",""blockNumber"":79197728,""blockTimestampMs"":1768256499000}]}",0.9,4176.8,1,1,0.552,0.001,TGMKkJUw9RNFrd8ECwsShosmVdjVFbLcxA,false,0.538,4,,,,"[""high_risk""]",0,0
TAm3dbB4odCHaUki13waQAKeowyFgU1Q4F,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":45,""lastActiveAt"":1759736100000,""createdAt"":1748077293000},""usdt_holder_evidence"":{""usdtTxCount"":45,""observedAt"":1759736100000,""sampleAmount"":""30000""}}",1,1320.3,2,1,1,,THa9RzLTdxjKmkZFJyTgdDoDVqqh1SBrEy,false,0.667,9,,,,[],0,0
TAM9KB4JuGnHYzo4MCgSKNGdbBgkVdV1sV,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":400,""lastActiveAt"":1771373193000,""createdAt"":1653800337000},""usdt_holder_evidence"":{""usdtTxCount"":400,""observedAt"":1771373193000,""sampleAmount"":""28""}}",1,50485.475,7,1,0.483,1136.326,,false,0.418,9,,,,[],0,0
TAmF5mpZVGr8FK8azCSmb9CspfWeKrMvpi,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""f9e4946ac088c2c096b2564f2d04f8c14b274d9f441261c018c238a93ddce5cd"",""blockNumber"":77182673,""blockTimestampMs"":1762209153000}]}",0.9,886.55,2,1,0.362,0.191,TL75JEYMXpnmbuBp16jWCszx9q8haesw3v,false,0.651,5,,,,"[""high_risk""]",0,0
TAmhj11b4VBTtKnQdQG7EVxh62bB2Um5zm,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""945e0bf506aaece586e234e56cab793de82b96b70db0b50d2e4501baaa50873c"",""blockNumber"":78215270,""blockTimestampMs"":1765307847000}]}",0.9,23578.45,0,1,0.206,4.282,TX5XiRXdyz7sdFwF5mnhT1QoGCpbkncpke,false,0,2,,,,"[""high_risk""]",0,0
TAmNsmoMMckQNb5obgx674QpqDFjVeNcFp,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""2b3120b9f5e18340f239577fe021a65adf4aa38c7cddce727638070ebc0e7005"",""blockNumber"":85757736,""blockTimestampMs"":1787944695000}]}",0.9,,0,1,0,,,false,0,1,,,,"[""high_risk""]",0,0
TAmoyksrZmicdferQrkfXmhVpy2jMLSzLR,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""ea0a82bf9003dbae238db4474bbbf00b47c704c76bab0e6226d03e696553e244"",""blockNumber"":81270071,""blockTimestampMs"":1774477416000}]}",0.9,2146.775,1,1,0.933,,,false,0.32,4,,,,[],0,0
TAMXPLUxFxc3E2mw117u18W3WhwWxHA2eX,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""eac0a7eb0c294f42240a2d39c3928ca41d0001a1680a28feecffec0e6092202a"",""blockNumber"":86391060,""blockTimestampMs"":1789845423000}]}",0.9,44555.425,3,1,0.991,,TVbLsUN1gsuArJxR3tfFquYWFmtoZNUpXf,false,0.678,5,,,,"[""high_risk""]",0,0
TAmXuuyWAYdMZ6t1u3xdS6m8i4qx8PrMto,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""d778e8d757edbaf1d4d5f20a0622f056de0ca6484811172bd04130cd276e0240"",""blockNumber"":79102886,""blockTimestampMs"":1767971775000}]}",0.9,1029.05,0,1,0.324,,TA5oQsRNVtyxU1wyxF5YyQtYWgfwMUjr2P,false,1,1,,,,"[""high_risk""]",0,0
TAmzUL5uU7YqRm8r3WKysZg9SF6CeVKvBc,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":185,""lastActiveAt"":1781807016000,""createdAt"":1736081610000},""usdt_holder_evidence"":{""usdtTxCount"":185,""observedAt"":1781807016000,""sampleAmount"":""16""}}",1,278991.7,2,1,1,,TCGPvSBDEq6LvoezDfwrCjxAP9SjUpZLD7,false,0.686,5,,,,[],0,0
TAmzWBEB7HJVH1hwg2HtJ3i4wganA5rt9z,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":400,""lastActiveAt"":1772260689000,""createdAt"":1760865789000},""usdt_holder_evidence"":{""usdtTxCount"":400,""observedAt"":1772260689000,""sampleAmount"":""24.000001""}}",1,2047.85,19,1,0.562,24.187,TXh5NBGggnW9jfcRUuQFdXKLJ2zuL9trnk,false,0.165,23,,,,[],0,0
TANaFZJDZXuebAYJofCcXR52o6wybo7E1c,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""e55b2ae377334960129775fc766b7901a9ed557c2e20b81eaca6bfb217994575"",""blockNumber"":81080101,""blockTimestampMs"":1773907341000}]}",0.9,68199.15,2,1,0.307,,TYASr5UV6HEcXatwdFQfmLVUqQQQMUxHLS,false,0.577,19,,,,"[""high_risk""]",0,0
TAnP1DxhEuCtbGqX66RV8TtWdDUJzhErzp,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""4ff37483314efb6402614a991e2e0cf2a6ce7fc8ee96d623fc10f5cbcff6897c"",""blockNumber"":86073407,""blockTimestampMs"":1788892155000}]}",0.9,19.05,2,1,1,0.001,TAdqVZB788H1c8Kbv59HRJjtTUYdWhi5z3,false,1,4,,,,"[""high_risk""]",0,0
TAnqLqgNu1KSFFAYxX5Lha6MPkVL7JYtT2,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""15c969718baee59ca457489d4e1cd22c98d862d81d9e799912e3f0496d1cd37b"",""blockNumber"":75791268,""blockTimestampMs"":1758033735000}]}",0.9,136787.125,4,1,0.567,,,false,0.435,19,,,,"[""high_risk""]",0,0
TAnTKDLSKLig2F6DegrXiwUKSmNreoJQKv,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""a4189fa817379bf710fdda00203007cdec1a91561145e72c594b869b2541590b"",""blockNumber"":81494521,""blockTimestampMs"":1775150952000}]}",0.9,231478.1,2,1,0.557,193.319,TU4vEruvZwLLkSfV9bNw12EJTPvNr7Pvaa,false,0.289,5,,,,[],0,0
TAnxz5oNJPsXWHadfaTCCDfKkm9hUNCNQR,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""532854c0db76005c9ee4d5638ff152a7186e0a86cc0db838b14de13acd4e6add"",""blockNumber"":81270072,""blockTimestampMs"":1774477419000}]}",0.9,3843.975,1,1,1,22.85,TMAfjDqDNpLfLjV4AQn8m2ZzZo4wcvGR9r,false,0.14,4,,,,"[""reported""]",0,0
TAo221fv8TKxyGfTArZWiUZvU4W2amvuKC,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""e95b02cf113e8574a978ce66b41e4ecc74f256d1990cf72ea999d4bad08fa177"",""blockNumber"":83331410,""blockTimestampMs"":1780663332000}]}",0.9,8399.875,1,1,0.879,,TV8M6aJ4ZR6bQx9ApR7RvDrbw3eeiQiGDQ,false,0.5,2,,,,"[""high_risk""]",0,0
TAoLw5yD5XUoHWeBZRSZ1ExK9HMv2CiPvP,TRON,high_risk,ofac+usdt_blacklist,2026-09-23T05:07:32.488Z,"[{""source"":""usdt_blacklist"",""evidence"":{""eventCount"":1,""events"":[{""txHash"":""7a5be5f6b38eb97f0b431f33ae0e3bdb92b98648f3befeabd9a870fc45b5f4ae"",""blockNumber"":77643594,""blockTimestampMs"":1763592318000}]},""confidence"":0.9},{""source"":""ofac"",""evidence"":{""list"":""OFAC SDN digital-currency addresses"",""file"":""sanctioned_addresses_TRX.txt"",""repo"":""github.com/0xB10C/ofac-sanctioned-digital-currency-addresses""},""confidence"":1}]",1,1365.2,3,1,1,,TCzT6NYH6eHnoxCCtYNUtL4asUMo9mUA9y,false,0.35,17,,,,"[""high_risk""]",0,0
TApayQxWTv93EsvnHhR6q2prKGhjhQmqGt,TRON,licit,tron_negative_sampling,2026-09-23T05:07:32.488Z,"{""activity_evidence"":{""txCount"":206,""lastActiveAt"":1729201455000,""createdAt"":1729112076000},""usdt_holder_evidence"":{""usdtTxCount"":206,""observedAt"":1729201455000,""sampleAmount"":""5.676456""}}",1,1170.925,0,1,0.084,0,TCsoK2rF1smEFQNsYXSqvzqM3awcwi7zMg,false,0.073,52,,,,[],0,0
TAPxWtYy11LRjCJe9aZo1d5WkFyZbWKRvy,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""5a162d91c42b5b47384ceb229d1d1f8f3ebedfabd94bfcf859811b494912d279"",""blockNumber"":73882674,""blockTimestampMs"":1752306288000}]}",0.9,,0,0,,,,false,0,0,,,,"[""high_risk""]",0,0
TAq31qB6Ssrbm42U8dceEaHFnoJUtoNicR,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""64c61f82ca01ca4906327548d3dd4133a4aa7a7ca3bff131fa91ad200bf2f15d"",""blockNumber"":84138918,""blockTimestampMs"":1783086570000}]}",0.9,1075.45,0,1,1,,TJupkz8XDCEtamMSmy255Hru47h7n2VLcw,false,0,1,,,,"[""high_risk""]",0,0
TAQa4FZweNjbxq69adEhPnFQeKZqkN1pJa,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""95cecd1942ef463a0886e569fb68c3fe5ca19511be3ddc4c947f961d18d075fa"",""blockNumber"":82411924,""blockTimestampMs"":1777903938000}]}",0.9,,0,1,0,,,false,0.947,6,,,,"[""high_risk""]",0,0
TAQBTpRoV11CaPgb6XDuMT8DovQNnG2UhP,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""804a41dd0c403f13a6082f35dac4e85835538fb768aa80ca4902f8aa2f32c383"",""blockNumber"":84520655,""blockTimestampMs"":1784232246000}]}",0.9,5122.3,1,1,0.036,,TZGiFTwFYqMVFiZAfy49P3MLuH2t1GtrBb,false,0.875,3,,,,"[""high_risk""]",0,0
TAQCqEyNeiajHQsqATeGHFDWWnKx4nVA55,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""0a04db8740339e4f147fdb8f092f53bfeda87f887b5eeb5d3b9ba38e82738292"",""blockNumber"":79720641,""blockTimestampMs"":1769826294000}]}",0.9,46412.65,1,1,0.996,,TWS1onJnNTg8tJHomceqxBxTsUB1DHh7PV,false,0.284,12,,,,"[""high_risk""]",0,0
TAQEJQxGRTysji5yjgYamdEEKS4w9UUYEi,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""eb2ed06e2f090b3a61ec9b2b141a148780b0234fd6b3a248a618defb23b58d4d"",""blockNumber"":81494637,""blockTimestampMs"":1775151300000}]}",0.9,293213.175,3,1,0.753,560.59,,false,0.364,9,,,,[],0,0
TAqgAmBa72vaEXBAeQdBCi6PeEkFxZ78Jq,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""ed23c4fe09f277b31019013d4098469c30004dd39cd78ae4b0675bd8caf0793d"",""blockNumber"":82706747,""blockTimestampMs"":1778788653000}]}",0.9,2941.075,3,1,0.912,671.172,TFTWNgDBkQ5wQoP8RXpRznnHvAVV8x5jLu,false,0.623,8,,,,[],0,0
TAqJk7GBWmCc4rY4hQM3bgvry8dW5LhK11,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""cc5bebff3962a27f5d50d0a5c45a49595b10c88607889398ca77d61ea453239f"",""blockNumber"":82296782,""blockTimestampMs"":1777558416000}]}",0.9,583.6,11,1,0.946,,TUSYcK5yf8Et4xNTiUcpfZwmhFsxfdoooo,false,0.508,22,,,,"[""high_risk""]",0,0
TAQjKpWMvy2ALxCU2ogrxcgG5Fgp76fdvX,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""c75b8feac5477d340d2d4ee6c4b71766c3d977544bdda105827151deda509925"",""blockNumber"":81494636,""blockTimestampMs"":1775151297000}]}",0.9,16333.3,5,1,1.085,371.125,TNAERuAW8yZ3qrVbJR3vGEPyuA7kKxvy3v,false,0.668,10,,,,[],0,0
TAqMG8zhvxa5tM1re6rjXDJG5Rtf7uehG3,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""74f6f98b303694c95d29aeb9ec6515f5892714b7e1d194d9221736151f9744ea"",""blockNumber"":84311299,""blockTimestampMs"":1783603857000}]}",0.9,52022.6,6,1,0.434,493.9,TM1zzNDZD2DPASbKcgdVoTYhfmYgtfwx9R,false,0.46,8,,,,"[""high_risk""]",0,0
TAqoApCjRMhTHdCzssEX5AfjCe4Knm4dbD,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""0fde61ad9d825a72b9c18f7c8242eb759746d886d1c58831cf5588f7bcca7b7c"",""blockNumber"":80161046,""blockTimestampMs"":1771148043000}]}",0.9,2.95,2,1,0.505,4.224,TX5XiRXdyz7sdFwF5mnhT1QoGCpbkncpke,false,0.365,4,,,,"[""high_risk""]",0,0
TAQPzv9941nVuTj4ng2vd6L11Re57r42pW,TRON,high_risk,ofac+usdt_blacklist,2026-09-23T05:07:32.488Z,"[{""source"":""usdt_blacklist"",""evidence"":{""eventCount"":1,""events"":[{""txHash"":""e52b19142d3e68ce18f7c71d7a7bcee26aff4d305291c90750539b5b63372af8"",""blockNumber"":86060967,""blockTimestampMs"":1788854697000}]},""confidence"":0.9},{""source"":""ofac"",""evidence"":{""list"":""OFAC SDN digital-currency addresses"",""file"":""sanctioned_addresses_TRX.txt"",""repo"":""github.com/0xB10C/ofac-sanctioned-digital-currency-addresses""},""confidence"":1}]",1,,1,1,3.666,823.007,TKJKMXZMXZ4EaSLiZwqhCZ7srQDhW2LUVD,false,0.43,4,,,,"[""high_risk""]",0,0
TAQtmPdcUZKhFRjEZrib5J4KPpRAcbshWP,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""8f1ba391f5cb6e25a9ac66741ec138cb9367fe8a4bbf2149321432f851bc5cdf"",""blockNumber"":85894979,""blockTimestampMs"":1788356547000}]}",0.9,611.5,0,1,0.753,0.652,THwyeoCMSXQq2aGDpXpSqo89VnTtFktGGp,false,0.455,3,,,,"[""high_risk""]",0,0
TAQUSxpHFCnb61Rf1sENzTH2sgYN4ootaV,TRON,high_risk,usdt_blacklist,2026-09-23T05:07:32.488Z,"{""eventCount"":1,""events"":[{""txHash"":""8cafaca06e48baeb49f54561978b4a49dac023124d621ae54b5e3d81138590d9"",""blockNumber"":76974686,""blockTimestampMs"":1761585006000}]}",0.9,99.65,1,1,0.985,0.016,TUnhnqFCS3VHAX3Vk7zHhP8nQ29q342Sb8,false,0.133,5,,,,"[""high_risk""]",0,0
